ens_name,registration_date,registration_cost_ether,expiry_date,registration_hour,st_registration_cost_ether
jax13.eth,2023-03-11 18:00:23,0.03458079218864296,2034-03-11 10:01:35,18,0.23454747205431592
p1louf.eth,2023-03-11 17:58:59,0.006916158437728592,2025-03-11 05:37:23,17,-0.20934681028174904
0xnishen.eth,2023-03-11 17:57:35,0.003458079218864296,2024-03-10 23:46:47,17,-0.2648335955737572
hispanohipica.eth,2023-03-11 17:53:11,0.006941201165089248,2025-03-11 05:31:35,17,-0.20894498593122318
jordansvault.eth,2023-03-11 17:52:35,0.010411801747633872,2026-03-11 11:20:11,17,-0.15325728846395217
fitzy.eth,2023-03-11 17:48:47,0.1917495037609202,2033-03-11 04:00:47,17,2.7564059957282137
marjoman.eth,2023-03-11 17:47:11,0.006941201165089248,2025-03-11 05:25:35,17,-0.20894498593122318
lourenzo.eth,2023-03-11 17:45:35,0.003470600582544624,2024-03-10 23:34:47,17,-0.2646326833984942
c0ffeebabe.eth,2023-03-11 17:40:59,0.034706005825446244,2033-03-11 03:52:59,17,0.2365565938069451
shwento.eth,2023-03-11 17:40:23,0.006941201165089248,2025-03-11 05:18:47,17,-0.20894498593122318
ferreteriaeuropa.eth,2023-03-11 17:38:47,0.006941201165089248,2025-03-11 05:17:11,17,-0.20894498593122318
mrrobotix.eth,2023-03-11 17:36:47,0.017353002912723122,2028-03-10 22:42:47,17,-0.041881893529410075
zachgalifianakis.eth,2023-03-11 17:35:11,0.003470600582544624,2024-03-10 23:24:23,17,-0.2646326833984942
whynotgold.eth,2023-03-11 17:33:59,0.003470600582544624,2024-03-10 23:23:11,17,-0.2646326833984942
lothrop.eth,2023-03-11 17:33:59,0.003470600582544624,2024-03-10 23:23:11,17,-0.2646326833984942
jonhamm.eth,2023-03-11 17:31:59,0.003470600582544624,2024-03-10 23:21:11,17,-0.2646326833984942
kerckhaert.eth,2023-03-11 17:20:47,0.006941201165089248,2025-03-11 04:59:11,17,-0.20894498593122318
winningpokernetwork.eth,2023-03-11 17:15:47,0.004164720655061967,2024-05-23 00:14:49,17,-0.25349514461090916
infinityedition.eth,2023-03-11 17:15:11,0.003470600582544624,2024-03-10 23:04:23,17,-0.2646326833984942
themedici.eth,2023-03-11 17:14:59,0.003470600582544624,2024-03-10 23:04:11,17,-0.2646326833984942
flightcaptain.eth,2023-03-11 17:14:35,0.005983372372160468,2024-03-10 23:03:47,17,-0.2243138763516101
yveltal.eth,2023-03-11 17:08:11,0.5038629194569582,2024-03-10 22:57:23,17,7.764437618892988
-002.eth,2023-03-11 17:05:11,0.07262892236281347,2023-04-10 17:05:11,17,0.845050672275948
bebecita.eth,2023-03-11 17:03:23,0.003470600582544624,2024-03-10 22:52:35,17,-0.2646326833984942
johnwick🐐.eth,2023-03-11 16:58:47,0.003470600582544624,2024-03-10 22:47:59,16,-0.2646326833984942
merenguesmile.eth,2023-03-11 16:52:23,0.010403272410823476,2026-03-11 10:19:59,16,-0.15339414636983817
furbelow.eth,2023-03-11 16:51:47,0.010403272410823476,2026-03-11 10:19:23,16,-0.15339414636983817
solidtrace.eth,2023-03-11 16:46:59,0.010403272410823476,2026-03-11 10:14:35,16,-0.15339414636983817
rotom.eth,2023-03-11 16:42:47,0.5148167737570303,2024-03-10 22:31:59,16,7.940198242985241
metavilla.eth,2023-03-11 16:41:35,0.003467757470274492,2024-03-10 22:30:47,16,-0.2646783027004562
momogi.eth,2023-03-11 16:39:11,0.01733878735137246,2028-03-10 21:45:11,16,-0.042109990039220106
ralts.eth,2023-03-11 16:38:59,0.5256030962952285,2024-03-10 22:28:11,16,8.113270727705215
urías.eth,2023-03-11 16:37:11,0.003467757470274492,2024-03-10 22:26:23,16,-0.2646783027004562
3000000000000003.eth,2023-03-11 16:37:11,0.003467757470274492,2024-03-10 22:26:23,16,-0.2646783027004562
svbcollapse.eth,2023-03-11 16:36:11,0.003467757470274492,2024-03-10 22:25:23,16,-0.2646783027004562
on99gag.eth,2023-03-11 16:35:11,0.006935514940548984,2025-03-11 04:13:35,16,-0.20903622453514722
canneye.eth,2023-03-11 16:34:23,0.006935514940548984,2025-03-11 04:12:47,16,-0.20903622453514722
sputcat.eth,2023-03-11 16:30:59,0.003467757470274492,2024-03-10 22:20:11,16,-0.2646783027004562
mc’s.eth,2023-03-11 16:30:35,0.00850698013884548,2023-04-08 16:30:35,16,-0.18382120008571384
dj’s.eth,2023-03-11 16:30:35,0.00850698013884548,2023-04-08 16:30:35,16,-0.18382120008571384
juliusmagic.eth,2023-03-11 16:29:11,0.010403272410823476,2026-03-11 09:56:47,16,-0.15339414636983817
kablan.eth,2023-03-11 16:27:47,0.03467757470274492,2033-03-11 02:39:47,16,0.23610040078732505
think-to-text.eth,2023-03-11 16:24:47,0.003465455078886464,2024-03-10 16:24:47,16,-0.2647152458381116
thought-to-text.eth,2023-03-11 16:24:35,0.003465455078886464,2024-03-10 16:24:35,16,-0.2647152458381116
thinktotext.eth,2023-03-11 16:24:35,0.003465455078886464,2024-03-10 16:24:35,16,-0.2647152458381116
registeel.eth,2023-03-11 16:24:23,0.5276503025080442,2024-03-10 22:13:35,16,8.146119278704079
regice.eth,2023-03-11 16:24:23,0.5238267412261106,2024-03-10 22:13:35,16,8.084768132453831
thoughttotext.eth,2023-03-11 16:23:23,0.003465455078886464,2024-03-10 16:23:23,16,-0.2647152458381116
elonbrain.eth,2023-03-11 16:18:35,0.003467757470274492,2024-03-10 22:07:47,16,-0.2646783027004562
whoslaughingnow.eth,2023-03-11 16:18:11,0.003467757470274492,2024-03-10 22:07:23,16,-0.2646783027004562
bitcoin2025.eth,2023-03-11 16:13:35,0.003467757470274492,2024-03-10 22:02:47,16,-0.2646783027004562
fevralev.eth,2023-03-11 16:08:47,0.003467757470274492,2024-03-10 21:57:59,16,-0.2646783027004562
codexnft.eth,2023-03-11 16:03:47,0.003467757470274492,2024-03-10 21:52:59,16,-0.2646783027004562
dataid.eth,2023-03-11 15:59:47,0.003467757470274492,2024-03-10 21:48:59,15,-0.2646783027004562
solparagliders.eth,2023-03-11 15:59:11,0.003467757470274492,2024-03-10 21:48:23,15,-0.2646783027004562
foldingpaper.eth,2023-03-11 15:58:23,0.006935514940548984,2025-03-11 03:36:47,15,-0.20903622453514722
codexid.eth,2023-03-11 15:57:35,0.003467757470274492,2024-03-10 21:46:47,15,-0.2646783027004562
thegreatmurmuration.eth,2023-03-11 15:55:11,0.00695154962560687,2025-03-11 03:33:35,15,-0.2087789391837364
unstables.eth,2023-03-11 15:44:11,0.003475774812803435,2024-03-10 21:33:23,15,-0.26454966002475083
nonstablecoins.eth,2023-03-11 15:44:11,0.003475774812803435,2024-03-10 21:33:23,15,-0.26454966002475083
cubai.eth,2023-03-11 15:39:23,0.003475774812803435,2024-03-10 21:28:35,15,-0.26454966002475083
700v2.eth,2023-03-11 15:26:47,0.003475774812803435,2024-03-10 21:15:59,15,-0.26454966002475083
swagils.eth,2023-03-11 15:26:47,0.003475774812803435,2024-03-10 21:15:59,15,-0.26454966002475083
crptsmmr.eth,2023-03-11 15:18:35,0.00695154962560687,2025-03-11 02:56:59,15,-0.2087789391837364
eazy-duz-it.eth,2023-03-11 15:15:59,0.010427324438410305,2026-03-11 08:43:35,15,-0.15300821834272196
emr.eth,2023-03-11 15:15:35,0.8297028607209628,2024-03-10 21:04:47,15,12.992718903442084
jf0129.eth,2023-03-11 15:03:11,0.010427324438410305,2026-03-11 08:30:47,15,-0.15300821834272196
panda38.eth,2023-03-11 14:55:47,0.003475774812803435,2024-03-10 20:44:59,14,-0.26454966002475083
kibbletoken.eth,2023-03-11 14:54:59,0.003471402653471176,2024-03-10 20:44:11,14,-0.2646198137288095
0xbogart.eth,2023-03-11 14:51:23,0.003471402653471176,2024-03-10 20:40:35,14,-0.2646198137288095
🧍‍♂🧍‍♂🧍‍♂.eth,2023-03-11 14:46:47,0.003478602219540306,2024-03-11 14:46:47,14,-0.2645042927267184
🚣‍♀🚣‍♀🚣‍♀.eth,2023-03-11 14:46:47,0.003478602219540306,2024-03-11 14:46:47,14,-0.2645042927267184
🚣‍♂🚣‍♂🚣‍♂.eth,2023-03-11 14:46:47,0.003478602219540306,2024-03-11 14:46:47,14,-0.2645042927267184
